"Title"	"Artist"	"Time"	"Date"	"Album"	"Composers"	"url"	"spotify_id"	"spotify_uri"
"Christine"	"Christine And The Queens"	"10:07pm"	2016-05-05	"Christine And The Queens: Chaleur Humaine"	"Christine And The Queens"	"https://open.spotify.com/track/1t7MoY90VyXQDhAGQqYbnJ"	"1t7MoY90VyXQDhAGQqYbnJ"	"spotify:track:1t7MoY90VyXQDhAGQqYbnJ"
"Luxuries"	"Folded Like Fabric"	"10:13pm"	2016-05-05	"Luxuries (Single)"	" Connor Sims, Jay Mooncie"	"https://open.spotify.com/track/2f0GPcu0JwzLfUuYJXZWah"	"2f0GPcu0JwzLfUuYJXZWah"	"spotify:track:2f0GPcu0JwzLfUuYJXZWah"
"We Got Married"	"Jordan Klassen"	"10:16pm"	2016-05-05	"Javelin"	" Jordan Klassen"	"https://open.spotify.com/track/5L1FKcxwFsVxsaBah60QN2"	"5L1FKcxwFsVxsaBah60QN2"	"spotify:track:5L1FKcxwFsVxsaBah60QN2"
"Your Heart"	"Liima"	"10:21pm"	2016-05-05	"Your Heart (Single)"	" Mads Brauer, Tatu Ronkko, Rasmus Stolberg, Casper Clausen"	"https://open.spotify.com/track/7vlTYFQzjrcK469M84zJHT"	"7vlTYFQzjrcK469M84zJHT"	"spotify:track:7vlTYFQzjrcK469M84zJHT"
"Stonemilker"	"Bjork"	"10:26pm"	2016-05-05	"Vulnicura"	"Bjork"	"https://open.spotify.com/track/1Q9PT8sgU7q9IH7kb5dSwv"	"1Q9PT8sgU7q9IH7kb5dSwv"	"spotify:track:1Q9PT8sgU7q9IH7kb5dSwv"
"My Hero"	"Sway Ii Clarke"	"10:34pm"	2016-05-05	"My Hero (Single)"	" Sway Ii Clarke"	"https://open.spotify.com/track/5i2jU9jBtz5ZoWhWINcgao"	"5i2jU9jBtz5ZoWhWINcgao"	"spotify:track:5i2jU9jBtz5ZoWhWINcgao"
"Magic Summertime"	"Benji Hughes"	"10:37pm"	2016-05-05	"Magic Summertime (Single)"	" Eleni Mandell"	"https://open.spotify.com/track/0CJpoKYIgPFPSRizfrSzLu"	"0CJpoKYIgPFPSRizfrSzLu"	"spotify:track:0CJpoKYIgPFPSRizfrSzLu"
"Companion"	"Braids"	"10:42pm"	2016-05-05	"Companion Ep"	" Raphaelle Preston Standell, Austin Tufts, Taylor Smith"	"https://open.spotify.com/track/7s0ZJ5zxMWHdPkOgJzQKrs"	"7s0ZJ5zxMWHdPkOgJzQKrs"	"spotify:track:7s0ZJ5zxMWHdPkOgJzQKrs"
"Too Long"	"Tennyson"	"10:46pm"	2016-05-05	"Like What Ep"	" Luke Tennyson"	"https://open.spotify.com/track/6d7h3JsSOflCxjZp0iqPAs"	"6d7h3JsSOflCxjZp0iqPAs"	"spotify:track:6d7h3JsSOflCxjZp0iqPAs"
"Bring On The Night"	"Jim Guthrie"	"10:51pm"	2016-05-05	"Takes Time"	" Jim Guthrie"	"https://open.spotify.com/track/4mQK2JQiPimJ6en9MJiNJf"	"4mQK2JQiPimJ6en9MJiNJf"	"spotify:track:4mQK2JQiPimJ6en9MJiNJf"
"Hang Me, Oh Hang Me"	"Qristina & Quinn Bachand"	"10:53pm"	2016-05-05	"Little Hinges"	"Traditional"	"https://open.spotify.com/track/14WoShB9l7MapF0k0g8FHS"	"14WoShB9l7MapF0k0g8FHS"	"spotify:track:14WoShB9l7MapF0k0g8FHS"
"Var"	"Sigur Ros"	"10:57pm"	2016-05-05	"Sigur Ros: Kveikur"	"Jonsi, Orri Pall Dyrason, Georg Holm"	"https://open.spotify.com/track/4NNt5PW2NlUDejWJehaDkF"	"4NNt5PW2NlUDejWJehaDkF"	"spotify:track:4NNt5PW2NlUDejWJehaDkF"
"Mirador"	"Efterklang"	"11:03pm"	2016-05-05	"Parades"	" Mads Brauer, Rune Fonseca Molgaard, Thomas Kirirath Husmer, Friedrich Leopold Stolberg, Casper Clausen"	"https://open.spotify.com/track/1A8tqs2q19iJAdEXUUpsQB"	"1A8tqs2q19iJAdEXUUpsQB"	"spotify:track:1A8tqs2q19iJAdEXUUpsQB"
"Pieta"	"St. Vincent, John Congleton"	"11:09pm"	2016-05-05	"St. Vincent (Deluxe)"	"St. Vincent"	"https://open.spotify.com/track/50jwxaKrzuBnuoOva2Ej3Y"	"50jwxaKrzuBnuoOva2Ej3Y"	"spotify:track:50jwxaKrzuBnuoOva2Ej3Y"
"You Don't Know Me"	"The Polyphonic Spree, Set In Sand"	"11:13pm"	2016-05-05	"You Don't Know Me (Single)"	" Tim Delaughter"	NA	NA	NA
"Morning Dew"	"The National"	"11:18pm"	2016-05-05	"Morning Dew (Single)"	" Bonnie Dobson, Tim Rose"	"https://open.spotify.com/track/1kyaGbDsB3ZyjyDYRQaHSe"	"1kyaGbDsB3ZyjyDYRQaHSe"	"spotify:track:1kyaGbDsB3ZyjyDYRQaHSe"
"Blood Knowledge"	"Wild Beasts"	"11:24pm"	2016-05-05	"Blood Knowledge (Single)"	" Tom Fleming, Chris Talbot, Ben Little, Hayden Thorpe"	"https://open.spotify.com/track/25gFfQX5sMuhACJk7DkF8e"	"25gFfQX5sMuhACJk7DkF8e"	"spotify:track:25gFfQX5sMuhACJk7DkF8e"
"Rapids"	"The Acorn"	"11:28pm"	2016-05-05	"Vieux Loup"	" Rolf Klausener"	"https://open.spotify.com/track/19YVdRxbJkMdL3nTyPiz7Q"	"19YVdRxbJkMdL3nTyPiz7Q"	"spotify:track:19YVdRxbJkMdL3nTyPiz7Q"
"Stillness In Woe"	"Purity Ring"	"11:33pm"	2016-05-05	"Another Eternity"	" Corin Roddick, Megan James"	"https://open.spotify.com/track/7rmciNHCuJ1eT2IzgPvYvv"	"7rmciNHCuJ1eT2IzgPvYvv"	"spotify:track:7rmciNHCuJ1eT2IzgPvYvv"
"Questionable Eyelevel Stars"	"Dreamsploitation"	"11:41pm"	2016-05-05	"A Person Disguised As People: Forest City Series, Vol. 1"	" Chuck Blazevic"	NA	NA	NA
"Atheist Prayer"	"Art Bergmann"	"11:45pm"	2016-05-05	"The Apostate"	" Art Bergmann"	"https://open.spotify.com/track/1T2sZEJmWkqQoCtigZNpUv"	"1T2sZEJmWkqQoCtigZNpUv"	"spotify:track:1T2sZEJmWkqQoCtigZNpUv"
"Truth Is The Freshest Fruit"	"Jennifer Castle"	"11:51pm"	2016-05-05	"Pink City"	" Jennifer Castle"	"https://open.spotify.com/track/3x5MjuPvsp9TixbWogoTiC"	"3x5MjuPvsp9TixbWogoTiC"	"spotify:track:3x5MjuPvsp9TixbWogoTiC"
"Never Were The Way She Was"	"Colin Stetson, Sarah Neufeld"	"11:53pm"	2016-05-05	"Colin Stetson / Sarah Neufeld:Never Were The Way S"	" Sarah Neufeld, Colin Stetson"	"https://open.spotify.com/track/1DCgt8Bzhsyol6prhVmQ94"	"1DCgt8Bzhsyol6prhVmQ94"	"spotify:track:1DCgt8Bzhsyol6prhVmQ94"
"Places You Will Go"	"Patrick Watson"	"10:03pm"	2016-05-06	"Love Songs For Robots"	" Patrick Watson"	"https://open.spotify.com/track/36RioXoESDmMsM2Bwn0NMR"	"36RioXoESDmMsM2Bwn0NMR"	"spotify:track:36RioXoESDmMsM2Bwn0NMR"
"Holiday"	"Duplekita"	"10:08pm"	2016-05-06	"The Sound Of My Name"	" Tim Batke"	"https://open.spotify.com/track/2M8wogQwN22qMPNxBx5qZj"	"2M8wogQwN22qMPNxBx5qZj"	"spotify:track:2M8wogQwN22qMPNxBx5qZj"
"Turn Your Love"	"Half Moon Run"	"10:12pm"	2016-05-06	"Sun Leads Me On"	" Devon Portielje, Isaac Symonds, Conner Molander, Dylan Phillips"	"https://open.spotify.com/track/6NfJJp412N12oe8f31dCUL"	"6NfJJp412N12oe8f31dCUL"	"spotify:track:6NfJJp412N12oe8f31dCUL"
"Tookah"	"Emiliana Torrini"	"10:15pm"	2016-05-06	"Tookah"	" Emiliana Torrini"	"https://open.spotify.com/track/29pzptaXsAhT3atawp0La9"	"29pzptaXsAhT3atawp0La9"	"spotify:track:29pzptaXsAhT3atawp0La9"
"Chasing Shadows"	"Santigold"	"10:19pm"	2016-05-06	"99 Cents"	"Santigold, Rostam Batmanglij"	"https://open.spotify.com/track/1wXWuZgVO52kWbiQNTaBb1"	"1wXWuZgVO52kWbiQNTaBb1"	"spotify:track:1wXWuZgVO52kWbiQNTaBb1"
"Epic Sweep"	"Aqua Alta"	"10:22pm"	2016-05-06	"Dreamsphere"	" Graeme Campbell, Charles Austin, Jenn Grant"	"https://open.spotify.com/track/5q3QIiiahjQlu65ypVoP5e"	"5q3QIiiahjQlu65ypVoP5e"	"spotify:track:5q3QIiiahjQlu65ypVoP5e"
"New York Morning"	"Elbow"	"10:27pm"	2016-05-06	"The Take Off And Landing Of Everything"	" Guy Garvey, Richard Jupp, Mark Potter, Pete Turner, Craig Potter"	"https://open.spotify.com/track/0DHz6kgiD8Fw26jdHNNYKo"	"0DHz6kgiD8Fw26jdHNNYKo"	"spotify:track:0DHz6kgiD8Fw26jdHNNYKo"
"Hide And Seek"	"Imogen Heap"	"10:32pm"	2016-05-06	"2007 Grammy Nominees"	" Imogen Heap"	"https://open.spotify.com/track/121so7t3AeX6nLMvxy9ZP9"	"121so7t3AeX6nLMvxy9ZP9"	"spotify:track:121so7t3AeX6nLMvxy9ZP9"
"Instinct"	"These Brittle Bones"	"10:36pm"	2016-05-06	"Instinct (Single)"	"These Brittle Bones"	"https://open.spotify.com/track/1ZhJj6fuyZD5f7dwKVaZyJ"	"1ZhJj6fuyZD5f7dwKVaZyJ"	"spotify:track:1ZhJj6fuyZD5f7dwKVaZyJ"
"Upright"	"Hologramme"	"10:40pm"	2016-05-06	"Hologramme: Hologramme"	" Clement Leduc,Hologramme"	"https://open.spotify.com/track/64JL5613633qHVq8d3aQlu"	"64JL5613633qHVq8d3aQlu"	"spotify:track:64JL5613633qHVq8d3aQlu"
"Lullaby"	"Edward Sharpe And The Magnetic Zeros"	"10:45pm"	2016-05-06	"Person A"	" Alex Ebert, Mitchell Yoshida"	"https://open.spotify.com/track/1fPXhmFJ1xTMrm4RVn3FLj"	"1fPXhmFJ1xTMrm4RVn3FLj"	"spotify:track:1fPXhmFJ1xTMrm4RVn3FLj"
"Albert Johnson"	"Paul Bergman"	"10:49pm"	2016-05-06	"Anthropology"	" Paul Bergman"	NA	NA	NA
"Ursula"	"Dj Champion"	"10:57pm"	2016-05-06	"Degree One"	"Dj Champion"	NA	NA	NA
"We Will Become Silhouettes"	"The Postal Service"	"11:04pm"	2016-05-06	"Give Up"	" Benjamin Gibbard, Jimmy Tamborello"	"https://open.spotify.com/track/53hXLQsByJC4B3UCNcmh0E"	"53hXLQsByJC4B3UCNcmh0E"	"spotify:track:53hXLQsByJC4B3UCNcmh0E"
"After All"	"Charlotte Day Wilson"	"11:10pm"	2016-05-06	"After All (Single)"	" Charlotte Day Wilson"	"https://open.spotify.com/track/430AnSE09cNCZ42bG27QyU"	"430AnSE09cNCZ42bG27QyU"	"spotify:track:430AnSE09cNCZ42bG27QyU"
"Change Is Everything"	"Son Lux"	"11:14pm"	2016-05-06	"Change Is Everything (Single)"	"Son Lux"	"https://open.spotify.com/track/17TEyf4ErmRp5bHGyOBTJG"	"17TEyf4ErmRp5bHGyOBTJG"	"spotify:track:17TEyf4ErmRp5bHGyOBTJG"
"Did You Have To"	"Jagwar Ma"	"11:18pm"	2016-05-06	"Did You Have To (Single)"	"Jagwar Ma"	"https://open.spotify.com/track/2V4UV8zWGxuHQmha7tDy3K"	"2V4UV8zWGxuHQmha7tDy3K"	"spotify:track:2V4UV8zWGxuHQmha7tDy3K"
"Oxidized"	"Alicia Hansen"	"11:21pm"	2016-05-06	"Companion"	" Ben Brown, Alicia Hansen"	"https://open.spotify.com/track/7EGAMHJEaueYPcw3zeL3le"	"7EGAMHJEaueYPcw3zeL3le"	"spotify:track:7EGAMHJEaueYPcw3zeL3le"
"Mama Says"	"Ibeyi"	"11:25pm"	2016-05-06	"Mama Says (Single)"	"Kainde  Lisa Diaz, Naomi Diaz"	"https://open.spotify.com/track/7DTyq8GK9kTCV3N65gkMPG"	"7DTyq8GK9kTCV3N65gkMPG"	"spotify:track:7DTyq8GK9kTCV3N65gkMPG"
"Strange To Suffer"	"Caveman"	"11:29pm"	2016-05-06	"Caveman"	" Sam Hopkins, Matthew Iwanusa, Stefan Marolachakis, James Carbonetti, Jeff Berrall"	"https://open.spotify.com/track/3Dv66JhoVG5iS2jAF1amTX"	"3Dv66JhoVG5iS2jAF1amTX"	"spotify:track:3Dv66JhoVG5iS2jAF1amTX"
"Mon Amour Est Un Loup"	"Yann Perreau"	"11:32pm"	2016-05-06	"Yann Perreau: Le Fantastique Des Astres"	"Tante Blanche, Yann Perreau"	"https://open.spotify.com/track/5p1Mwov606QNMMC965AlTr"	"5p1Mwov606QNMMC965AlTr"	"spotify:track:5p1Mwov606QNMMC965AlTr"
"Silica"	"Artisan Loyalist"	"11:36pm"	2016-05-06	"Lonely Ghost"	"Artisan Loyalist"	"https://open.spotify.com/track/2alox8Op1LOjkQ8nqMHy5Z"	"2alox8Op1LOjkQ8nqMHy5Z"	"spotify:track:2alox8Op1LOjkQ8nqMHy5Z"
"On That Day"	"Programm"	"11:42pm"	2016-05-06	"A Torrid Marriage Of Logic And Emotion"	" Jackie Game, Andrew Reesor, Mark Game, Jacob Soma"	"https://open.spotify.com/track/4Qv84zpCpBUy8S2XNYlj8q"	"4Qv84zpCpBUy8S2XNYlj8q"	"spotify:track:4Qv84zpCpBUy8S2XNYlj8q"
"Strange Form Of Life"	"Cfcf"	"11:45pm"	2016-05-06	"Outside"	"Cfcf"	"https://open.spotify.com/track/6fbTZNabzPem9lUQlXBxlu"	"6fbTZNabzPem9lUQlXBxlu"	"spotify:track:6fbTZNabzPem9lUQlXBxlu"
"Glitch, Video Game Music/Nottis"	"Daniel Simmons"	"11:52pm"	2016-05-06	"Glitch, Vol. 1: Soundscapes Of Ur, Game Soundtrack"	" Daniel Simmons"	NA	NA	NA
"You're Gonna Hear From Me"	"Stanley Turrentine"	"10:01pm"	2016-05-07	"Spoiler"	" Dory Previn, Andre Previn"	NA	NA	NA
"Band Call"	"Ed Bickert"	"10:06pm"	2016-05-07	"Third Floor Richard"	" Duke Ellington"	NA	NA	NA
"Happy Talk"	"Nancy Wilson"	"10:12pm"	2016-05-07	"Nancy Wilson / Cannonball Adderl"	"Joe Zawinul"	"https://open.spotify.com/track/7ahQIRq0EOeY9UYVvABDFp"	"7ahQIRq0EOeY9UYVvABDFp"	"spotify:track:7ahQIRq0EOeY9UYVvABDFp"
"So What"	"Miles Davis"	"10:14pm"	2016-05-07	"Kind Of Blue"	NA	"https://open.spotify.com/track/4vLYewWIvqHfKtJDk8c8tq"	"4vLYewWIvqHfKtJDk8c8tq"	"spotify:track:4vLYewWIvqHfKtJDk8c8tq"
"Up Jumped Spring"	"Russ Little"	"10:23pm"	2016-05-07	"Russ Little: Footwork"	" Freddie Hubbard, Abbey Lincoln"	"https://open.spotify.com/track/0quRJXYMv47iRUq6itkrMv"	"0quRJXYMv47iRUq6itkrMv"	"spotify:track:0quRJXYMv47iRUq6itkrMv"
"Know It All"	"The Canadian Jazz Quartet"	"10:29pm"	2016-05-07	"Just Friends"	" Joao Donato"	NA	NA	NA
"Sunday Morning"	"Phil Dwyer, Don Thompson"	"10:34pm"	2016-05-07	"Ask Me Later"	"Phil Dwyer"	NA	NA	NA
"Mood Indigo"	"Duke Ellington"	"10:40pm"	2016-05-07	"Duke Ellington: Indigos"	"Jacques Prevert"	"https://open.spotify.com/track/1Fo98RNzO78WnMtkZKZXMW"	"1Fo98RNzO78WnMtkZKZXMW"	"spotify:track:1Fo98RNzO78WnMtkZKZXMW"
"So Nice"	"Diana Panton"	"10:43pm"	2016-05-07	"Diana Panton: To Brazil With Love"	" Marcos Valle, Norman Gimbel, Paulo Sergio Valle"	"https://open.spotify.com/track/5RAcuxn7oCTX1tybZT0zA8"	"5RAcuxn7oCTX1tybZT0zA8"	"spotify:track:5RAcuxn7oCTX1tybZT0zA8"
"Something To Live For"	"Pat Labarbera"	"10:47pm"	2016-05-07	"Deep In A Dream"	"Joe Labarbera"	"https://open.spotify.com/track/13MWQUqmBbMrLbsRoGL7Ih"	"13MWQUqmBbMrLbsRoGL7Ih"	"spotify:track:13MWQUqmBbMrLbsRoGL7Ih"
"Worrisome Heart"	"Melody Gardot"	"10:51pm"	2016-05-07	"Melody Gardot: Worrisome Heart"	" Melody Gardot"	"https://open.spotify.com/track/3zh5km8gPDYMiWvmLTsos0"	"3zh5km8gPDYMiWvmLTsos0"	"spotify:track:3zh5km8gPDYMiWvmLTsos0"
"Same Old Blues"	"Michael Kaeshammer"	"10:55pm"	2016-05-07	"Tell You How I Feel"	NA	NA	NA	NA
"Yes Man"	"Ben Folds, Ymusic"	"11:03pm"	2016-05-07	"So There"	" Ben Folds"	"https://open.spotify.com/track/5NbiTJChvBazden98LuZ8x"	"5NbiTJChvBazden98LuZ8x"	"spotify:track:5NbiTJChvBazden98LuZ8x"
"Amanda"	"Reptar"	"11:07pm"	2016-05-07	"Lurid Glow"	" William Kennedy, Graham Ulicny, Andrew Mcfarland, Ryan Engelberger"	"https://open.spotify.com/track/0wQtifw4Z00s9qwecKNKIy"	"0wQtifw4Z00s9qwecKNKIy"	"spotify:track:0wQtifw4Z00s9qwecKNKIy"
"Burn The Witch"	"Radiohead"	"11:13pm"	2016-05-07	"Burn The Witch (Single)"	" Thom Yorke"	"https://open.spotify.com/track/3pcCifdPTc2BbqmWpEhtUd"	"3pcCifdPTc2BbqmWpEhtUd"	"spotify:track:3pcCifdPTc2BbqmWpEhtUd"
"Looking Too Closely"	"Fink"	"11:17pm"	2016-05-07	"Hard Believer"	" Fin Greenall, Guy Whittaker, Tim Thornton"	"https://open.spotify.com/track/7bhI6rnvaVw8qgZPn32qE0"	"7bhI6rnvaVw8qgZPn32qE0"	"spotify:track:7bhI6rnvaVw8qgZPn32qE0"
"Nevermind"	"Nathalie Kraemer"	"11:23pm"	2016-05-07	"Nevermind (Single)"	" Nathalie Kraemer"	"https://open.spotify.com/track/4lAzkBRKayg7O4OSEpgUQb"	"4lAzkBRKayg7O4OSEpgUQb"	"spotify:track:4lAzkBRKayg7O4OSEpgUQb"
"It's Alright Now"	"Bombay Bicycle Club"	"11:27pm"	2016-05-07	"It's Alright Now (Single)"	" Jack Steadman"	"https://open.spotify.com/track/0010mZpCCwlPwoBiBsjoac"	"0010mZpCCwlPwoBiBsjoac"	"spotify:track:0010mZpCCwlPwoBiBsjoac"
"Great Equator"	"Zammuto"	"11:32pm"	2016-05-07	"Anchor"	" Nick Zammuto"	"https://open.spotify.com/track/30adSsAWvDrk1OcFcD5eYt"	"30adSsAWvDrk1OcFcD5eYt"	"spotify:track:30adSsAWvDrk1OcFcD5eYt"
"Dompter Mes Mirages"	"L'estrade"	"11:36pm"	2016-05-07	"Epilogue"	" Sebastian Michon, Mikael Rondeau, Olivier Guertin, Vincent Yelle, Emile Poulin"	NA	NA	NA
"This War Is More Than Us"	"Casey Mecija"	"11:42pm"	2016-05-07	"Psychic Materials"	" Casey Mecija"	"https://open.spotify.com/track/5R5nTcZVBhBkkM36L888Ro"	"5R5nTcZVBhBkkM36L888Ro"	"spotify:track:5R5nTcZVBhBkkM36L888Ro"
"Sea Monkeys"	"Nick Buzz"	"11:45pm"	2016-05-07	"A Quiet Evening At Home"	" Jonathan Goldsmith, Martin Tielli, Hugh Marsh, Rob Piltch"	"https://open.spotify.com/track/7vU8GPB56h8pjj4knct4Au"	"7vU8GPB56h8pjj4knct4Au"	"spotify:track:7vU8GPB56h8pjj4knct4Au"
"From Gold"	"Novo Amor"	"11:51pm"	2016-05-07	"From Gold (Single)"	" Ali Lacey"	"https://open.spotify.com/track/4GjD33yTih7RqvGkH9C9wO"	"4GjD33yTih7RqvGkH9C9wO"	"spotify:track:4GjD33yTih7RqvGkH9C9wO"
"Pressure"	"Milk And Bone"	"11:55pm"	2016-05-07	"Pressure (Single)"	" Laurence Beaulne Lafond, Camille Poliquin"	"https://open.spotify.com/track/4qzYvygruuhl7Zxv2T6X84"	"4qzYvygruuhl7Zxv2T6X84"	"spotify:track:4qzYvygruuhl7Zxv2T6X84"
"Zelda's Shop"	"Christine Bougie, Dafydd Hughes"	"11:59pm"	2016-05-07	"It Will Record"	" Christine Bougie"	NA	NA	NA
"Wristband"	"Paul Simon"	"10pm"	2016-05-09	"Stranger To Stranger"	" Paul Simon"	"https://open.spotify.com/track/5wys7OYZ9O9qppVvsuxKK6"	"5wys7OYZ9O9qppVvsuxKK6"	"spotify:track:5wys7OYZ9O9qppVvsuxKK6"
"Tessellate"	"J Alt, Ben De Vries"	"10:03pm"	2016-05-09	"Tessellate (Ben De Vries Remix) (Single)"	" Joe Newman, Thom Green, Gwilym Sainsbury, Gus Hamilton Unger"	"https://open.spotify.com/track/1o22EcqsCANhwYdaNOSdwS"	"1o22EcqsCANhwYdaNOSdwS"	"spotify:track:1o22EcqsCANhwYdaNOSdwS"
"Lawless"	"Paper Beat Scissors"	"10:07pm"	2016-05-09	"Go On"	" Tim Crabtree"	"https://open.spotify.com/track/5XQEZzo1lilC3Ldl1YFMFd"	"5XQEZzo1lilC3Ldl1YFMFd"	"spotify:track:5XQEZzo1lilC3Ldl1YFMFd"
"Burn The Witch"	"Radiohead"	"10:13pm"	2016-05-09	"Burn The Witch (Single)"	" Thom Yorke"	"https://open.spotify.com/track/3pcCifdPTc2BbqmWpEhtUd"	"3pcCifdPTc2BbqmWpEhtUd"	"spotify:track:3pcCifdPTc2BbqmWpEhtUd"
"Underneath Your Skin"	"Fire/Works"	"10:17pm"	2016-05-09	"Fire/Works: Shenanigans"	" Jonathan Peters, David Lagace"	"https://open.spotify.com/track/7AgjP2lid4s3FgL0bymWIp"	"7AgjP2lid4s3FgL0bymWIp"	"spotify:track:7AgjP2lid4s3FgL0bymWIp"
"Radio Silence"	"James Blake, Rick Rubin"	"10:21pm"	2016-05-09	"The Colour In Anything"	" James Blake"	"https://open.spotify.com/track/0ZPPbwJD2WVU8HdMsVtChk"	"0ZPPbwJD2WVU8HdMsVtChk"	"spotify:track:0ZPPbwJD2WVU8HdMsVtChk"
"Waking Light"	"Beck"	"10:25pm"	2016-05-09	"Beck: Morning Phase"	"Beck"	"https://open.spotify.com/track/7jLvQbNLLkDGRfB7xZdGok"	"7jLvQbNLLkDGRfB7xZdGok"	"spotify:track:7jLvQbNLLkDGRfB7xZdGok"
"Morning Light"	"Andrew Judah"	"10:31pm"	2016-05-09	"Monster"	" Andrew Judah"	"https://open.spotify.com/track/2osgaqa4bwKUqBu92O9FAL"	"2osgaqa4bwKUqBu92O9FAL"	"spotify:track:2osgaqa4bwKUqBu92O9FAL"
"In My Solitude"	"Del Bel"	"10:35pm"	2016-05-09	"Sophomore"	" Tyler Belluz"	"https://open.spotify.com/track/0Uc8iBOFMD6Jaq9lsadoFX"	"0Uc8iBOFMD6Jaq9lsadoFX"	"spotify:track:0Uc8iBOFMD6Jaq9lsadoFX"
"Naked Trees"	"Larch"	"10:40pm"	2016-05-09	"Larch"	" Zander Sherman, Rory Stevens Jordan"	"https://open.spotify.com/track/0I30Y2gMwFN1c5pvyJgfO4"	"0I30Y2gMwFN1c5pvyJgfO4"	"spotify:track:0I30Y2gMwFN1c5pvyJgfO4"
"My Armour"	"Kathryn Calder"	"10:44pm"	2016-05-09	"My Armour (Single)"	" Kathryn Calder"	"https://open.spotify.com/track/5YwxTsSGvJEakoPiWVVtcM"	"5YwxTsSGvJEakoPiWVVtcM"	"spotify:track:5YwxTsSGvJEakoPiWVVtcM"
"All Clear"	"Aidan Knight"	"10:49pm"	2016-05-09	"All Clear (Single)"	" Aidan Knight"	"https://open.spotify.com/track/4qjGqpmpaci0YvflZ8QRHA"	"4qjGqpmpaci0YvflZ8QRHA"	"spotify:track:4qjGqpmpaci0YvflZ8QRHA"
"Shack"	"Our Founders"	"10:53pm"	2016-05-09	"The Nines"	" Mike Olsen"	"https://open.spotify.com/track/48LVVthpQAkGbKztmS4Xdn"	"48LVVthpQAkGbKztmS4Xdn"	"spotify:track:48LVVthpQAkGbKztmS4Xdn"
"Foxglove High Fives"	"Blocktreat"	"10:56pm"	2016-05-09	"Foxglove"	"Blocktreat"	NA	NA	NA
"The Bells"	"Lowell"	"11:03pm"	2016-05-09	"The Bells (Radio Edit) (Single)"	" Paul Herman,Lowell, Justin Broad"	"https://open.spotify.com/track/4iR5N5Wr7hwyFYzmZmLGgg"	"4iR5N5Wr7hwyFYzmZmLGgg"	"spotify:track:4iR5N5Wr7hwyFYzmZmLGgg"
"The Blur, The Line And The Thickest Of Onions"	"Little Comets"	"11:08pm"	2016-05-09	"The Gentle Ep"	" Matthew Hall, Michael Coles, Robert Coles"	"https://open.spotify.com/track/2hNGdpIEvN49V1VIs3EbsN"	"2hNGdpIEvN49V1VIs3EbsN"	"spotify:track:2hNGdpIEvN49V1VIs3EbsN"
"Digital Witness"	"St. Vincent"	"11:11pm"	2016-05-09	"Digital Witness (Single)"	"St. Vincent"	"https://open.spotify.com/track/5L16tlSHNt93RiiRiCc8ya"	"5L16tlSHNt93RiiRiCc8ya"	"spotify:track:5L16tlSHNt93RiiRiCc8ya"
"Play It On My Radio"	"Niki & The Dove"	"11:15pm"	2016-05-09	"Play It On My Radio (Single)"	" Malin Dahlstrom, Magnus Boqvist, Gustaf Karlof"	"https://open.spotify.com/track/68zrJREOR8gHEZFQF1bo62"	"68zrJREOR8gHEZFQF1bo62"	"spotify:track:68zrJREOR8gHEZFQF1bo62"
"Fire Editorial"	"The Mountain Goats"	"11:20pm"	2016-05-09	"Fire Editorial (Single)"	" Peter Hughes, Jon Wurster, John Darnielle"	"https://open.spotify.com/track/55jTyejGGyQVCxDYqrCN7Q"	"55jTyejGGyQVCxDYqrCN7Q"	"spotify:track:55jTyejGGyQVCxDYqrCN7Q"
"Into Pieces"	"Alcoholic Faith Mission"	"11:23pm"	2016-05-09	"Ask Me This"	" Thorben Jensen, Sune Solund, Morten Hyldahl, Anders Hjort, Gustav Rasmussen, Kristine Permild"	"https://open.spotify.com/track/3t1VRiJQcijdAat1NQo6fX"	"3t1VRiJQcijdAat1NQo6fX"	"spotify:track:3t1VRiJQcijdAat1NQo6fX"
"Angel"	"Ryan Hemsworth, Lucas"	"11:28pm"	2016-05-09	"Taking Flight Ep"	" Ryan Hemsworth,Lucas"	"https://open.spotify.com/track/1euaK0fZ322xftu5Kx5Psr"	"1euaK0fZ322xftu5Kx5Psr"	"spotify:track:1euaK0fZ322xftu5Kx5Psr"
"Leave Me Alone"	"Kaytranada, Shay Lia"	"11:31pm"	2016-05-09	"Leave Me Alone (Single)"	"Kaytranada"	"https://open.spotify.com/track/44dOBMeJCASW2TfKraoGnl"	"44dOBMeJCASW2TfKraoGnl"	"spotify:track:44dOBMeJCASW2TfKraoGnl"
"Vol Plane"	"Jean Cormier Louis"	"11:36pm"	2016-05-09	"Louis-Jean Cormier: Les Grandes Arteres"	"Jean  Louis Cormier"	"https://open.spotify.com/track/16ehhtClsYm2wutZV5oZFk"	"16ehhtClsYm2wutZV5oZFk"	"spotify:track:16ehhtClsYm2wutZV5oZFk"
"Blastula"	"Fontarabie"	"11:41pm"	2016-05-09	"Fontarabie"	" Julien Mineau, Virginie Parr"	"https://open.spotify.com/track/7Ad4rTPd5vAJO8mHJDxSto"	"7Ad4rTPd5vAJO8mHJDxSto"	"spotify:track:7Ad4rTPd5vAJO8mHJDxSto"
